id,darija,translit_darija,fr,module,msa,translit_msa,notes
cmo8hyi5t004q4ey18eb3cbvv,خَاتَم,khatem,bague,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t004f4ey1srkcvdqb,سَاعَة,sa3a,montre / horloge,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5s00414ey1qum68m4c,سَرْوَال,serwal,pantalon,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t004r4ey19cm10rdl,سَلْسْلَة,selsla,collier,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t004g4ey1zxtmvtro,شَال,chal,écharpe,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t00484ey15qvtb5z2,شْرَاب,chrab,chaussettes,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5s00424ey1zl0ev06c,شُورْت,short,short,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t00464ey1qcgk7t0m,صْبَاط,SbaT,chaussures (courant),Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t00474ey1u3m16tkd,صَنْدَالَة,Sndala,sandales,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t004a4ey13s70q6er,طَاقِيَة,Taqiya,casquette / bonnet,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t004p4ey11aue1ixv,فُسْطَان,fstan,robe,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t004b4ey1lo03ozbw,قَبّ,qobb,casquette,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t004c4ey1x7qiwjdj,قُبْعَة,qob3a,chapeau,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t004i4ey1h98o5wpy,قْفَازَات,qfafat,gants,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t004n4ey10skfsdh5,قَفْطَان,qaftan,caftan,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5s003y4ey1hs14lz8t,قْمِيجَة,qmija,chemise,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5s003z4ey1hhcbor95,قْمِيص,qmis,chemise (variante),Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t004m4ey1rowipiif,قَنْدُورَة,gandoura,gandoura,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5s00434ey12fsaw64f,مَعْطَف,m3Taf,manteau,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t004d4ey1g5rtn55r,نَظَارَات,naDarat,lunettes (variante),Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t004e4ey1zp0plash,نْظَاضَر,nDader,lunettes,Constantine - Vocabulaire — Vêtements,,,
cmo8hyi5t004l4ey1rirl4u5k,نْقَاب,neqab,voile (visage),Constantine - Vocabulaire — Vêtements,,,
cmo8hyi8y00wl4ey1fz9xrgrq,الأوطيل,l-otil,l'hôtel,Damas — Hôtel & hébergement,,,
cmo8hyi8y00wm4ey12y4mmb7s,البيت,l-bit,la chambre,Damas — Hôtel & hébergement,,,
cmo8hyi8y00wp4ey133y4ewy3,الفطور,l-ftour,petit-déjeuner,Damas — Hôtel & hébergement,,,
cmo8hyi8y00wq4ey162nn0dqh,الليلة,l-lila,la nuit,Damas — Hôtel & hébergement,,,
cmo8hyi8y00wn4ey1g144yzqa,المفتاح,l-meftah,la clé,Damas — Hôtel & hébergement,,,
cmo8hyi8y00wo4ey122o5qygx,الويفي,l-wifi,le wifi,Damas — Hôtel & hébergement,,,
cmo8hyi8y00wr4ey1bdj8ez92,رياض,ryad,riad,Damas — Hôtel & hébergement,,,
cmo8hyi8y00ws4ey1qqp7in7v,مرحبا,merhba,bienvenue,Damas — Hôtel & hébergement,,,
cmo8hyi8l00uf4ey1z18fshsc,إِلَا,ila,si (condition),Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8l00uc4ey1a4radpfw,بَاش,bach,pour / afin de,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8y00uv4ey1mnyeq1kr,بَالزَّرْبَة,bzzrba,en vitesse,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8l00uh4ey11hic3tdz,بَالصَّح,bssa7,vraiment,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8x00uo4ey1g059rzdg,بْزَاف,bzzaf,beaucoup,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8x00uq4ey1b6drsu86,بْزَرْبَة,bzzerba,vite / rapidement,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8y00ur4ey1v3qj6asb,بْشْوِيَّة,bchwiya,doucement / lentement,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8y00ux4ey1e4ksdyx7,بْلَا حْدُود,bla 7doud,sans limites,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8y00uw4ey1yzkwz8y2,بْلَا قْيَاس,bla qyas,énormément,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8l00ui4ey1w7pezdrs,حَاجَة أُخْرَى,7aja okhra,autre chose,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8l00u74ey1tvm1xyqr,حِيتَاش,7itach,parce que (plus long),Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8l00u84ey1841ognxf,حِيث,7it,là où,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8l00ud4ey1sp3dm4uh,حِيثْمَا,7itma,où que,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8l00u64ey1ehblsklu,دَّابْز,ddabz,tout de suite,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8l00uj4ey1hw1m6axw,دِيمَا,dima,toujours,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8x00up4ey1y45q5b11,شْوِيَّة,chwya,un peu,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8y00us4ey1u46vos2v,شْوِيَّة بْزَاف,chwya bzzaf,un tout petit peu,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8x00un4ey1rgn0saot,عَمَّرْنِي,3mrrni,jamais,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8x00uk4ey1l5en7fsu,غَالِبًا,ghaleban,souvent,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8l00u54ey1864bdxhr,غَدَّا,ghdda,demain,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8y00uu4ey1tb6irc3h,قَاع,ga3,du tout (négation),Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8l00ue4ey1v8z1he47,قْبَل مَا,qbl ma,avant de,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8x00um4ey1391e0290,قَلِيلًا,qlilan,rarement,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8x00ul4ey1q6mtx1p1,مَرَّة مَرَّة,mra mra,parfois / de temps en temps,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8y00ut4ey1exvmeh6d,مَزْيَان بْزَاف,mzian bzzaf,très bien,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8l00ug4ey1w88pdjv6,مْنِين,mnin,quand / lorsque,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8l00ua4ey1t58x0blw,وَ مَن بْعْد,w men b3d,et ensuite,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8l00ub4ey1s8njpvum,وَخَّا,wakha,même si / bien que,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi8l00u94ey1v3h8vvoa,وَلَاكِن,walakin,mais,Djeddah - Vocabulaire — Adverbes & Connecteurs,,,
cmo8hyi6j00bg4ey1bnc39nwl,اجْتِمَاع,ijtima3,réunion,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00bk4ey18eql1akz,اسْتِرَاحَة,istra7a,pause,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00b44ey1dpbq71xd,امْتِحَان,emti7an,examen,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00b94ey1ctp6w5fl,بْحْث,b7t,recherche / exposé,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6b00ax4ey1up6beiwu,تِلْمِيذ,tilmid,élève,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6b00au4ey1hx5cyxr5,جَامْعَة,jam3a,université,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00bc4ey1vbyd8kdf,دِرَاسَة,dirasa,études,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6b00az4ey1g521ojxm,دْفْتَر,deftar,cahier,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00bl4ey1g6mm7zav,رَاتِب,ratib,salaire,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6b00b24ey1ednbgm2b,سْبُّورَة,sboura,tableau,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00be4ey1pzxm708h,شَرِكَة,cherka,entreprise,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6b00ay4ey16zf7klcl,طَالِب,Talib,étudiant,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00b84ey1xi7pm0vo,عُطْلَة,3oTla,vacances,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00b64ey1ga9p99nd,فَرْض,farD,contrôle / test,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6b00aw4ey19sl6w56b,قِسْم,qism,classe,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6b00b04ey1itjtceoo,قْلْم,qelm,stylo,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6b00b14ey17oe66m54,كْتَاب,ktab,livre,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6b00av4ey1fy9zd6mk,مْدْرَسَة,mdrasa,école,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00bf4ey1ce5947qe,مُدِير,modir,directeur,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00b54ey1vqokkmxt,مْسْطَرَة,msTara,règle,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00bj4ey19ctiznxv,مَشْرُوع,mchrou3,projet,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00bh4ey1q232jw20,مَكْتَب,mektab,bureau,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00ba4ey1dd9adsfn,مَكْتَبَة,maktaba,bibliothèque,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6b00b34ey18siww5yd,مْمْحَاة,mm7at,gomme,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00bb4ey1xp1amy8c,مِنْحَة,mn7a,bourse,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00bi4ey1pktta9dr,مُهِمَّة,mohimma,tâche,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00bd4ey1bhhi5mbh,مُوَظَّف,mwaDDaf,employé,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi6j00b74ey183mrmgzv,نُقْطَة,noqTa,point,Djibouti - Vocabulaire — École & Travail,,,
cmo8hyi7e00m04ey11gzy22nr,إِنْ شَاءَ اللّٰه,in cha allah,si Dieu le veut,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lz4ey1rhxwnkps,الحَمْدُ لِلّٰه,l7amdollah,grâce à Dieu,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lw4ey1zhf83eni,السَّلَامُ عَلَيْكُم,salam 3likom,bonjour / que la paix soit sur vous,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00m14ey1v4g5hbi4,اللهُ أَكْبَر,allah akbar,Dieu est le plus grand,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00m74ey14bqxrvla,اللهُ يْبَارَك,allah ybarek,que Dieu bénisse,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kz4ey1h3w8bzy5,اللهُ يْبَارَك فِيك,allah ybarak fik,merci (bénédiction),Doha - Vocabulaire — Expressions,,,
cmo8hyi7q00m94ey1q7frraaq,اللهُ يْثَبْتَك,allah ythabtek,que Dieu te raffermisse,Doha - Vocabulaire — Expressions,,,
cmo8hyi7q00mf4ey1qevphqot,اللهُ يْجْعَل البَرَكَة,allah yj3al lbaraka,que Dieu mette la bénédiction,Doha - Vocabulaire — Expressions,,,
cmo8hyi7q00ma4ey1065w7z31,اللهُ يْجْعَلْهَا فْالخِير,allah yj3alha fel khir,que ce soit pour le bien,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00m54ey17vk3nge6,اللهُ يْحَفْظَك,allah y7fdek,que Dieu te protège,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00l14ey1pngelhoh,اللهُ يْحَنّ عْلِيك,allah y7enn 3lik,que Dieu soit clément avec toi,Doha - Vocabulaire — Expressions,,,
cmo8hyi7q00mg4ey1u2k49i6b,اللهُ يْحَنَّن القْلُوب,allah y7annan l9oloub,que Dieu adoucisse les cœurs,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00ke4ey1w3tjis5i,اللهُ يْخَلِّيك,allah ykhellik,je t'en prie / stp (fort),Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kp4ey1g7y14w7g,اللهُ يْرْحَم الوَالْدِين,allah yr7em lwalidin,je t'en supplie (très poli),Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00m44ey1fv3g8hu6,اللهُ يْرْحْمُو,allah yr7mo,que Dieu lui fasse miséricorde,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kw4ey1o18uwwv6,اللهُ يْرْزْقَك,allah yrzqak,que Dieu te donne la subsistance,Doha - Vocabulaire — Expressions,,,
cmo8hyi7q00md4ey1pnbemk1z,اللهُ يْرْزْقْنَا الصْحَّة,allah yrzqna ssa7a,que Dieu nous donne la santé,Doha - Vocabulaire — Expressions,,,
cmo8hyi7q00me4ey1e58tvcxl,اللهُ يْرْزْقْنَا رَاحَة البَال,allah yrzqna ra7at lbal,que Dieu nous donne la tranquillité,Doha - Vocabulaire — Expressions,,,
cmo8hyi7q00mb4ey12qznon25,اللهُ يْسْتَر,allah yster,que Dieu protège,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00m64ey1r0vpysrj,اللهُ يْسَهَّل,allah ysshel,que Dieu facilite,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00ks4ey176yjuo2l,اللهُ يْسَهَّل عْلِيك,allah ysshel 3lik,bonne chance,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00ki4ey137vodleu,اللهُ يْشَافِيك,allah ychafik,que Dieu te guérisse,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kj4ey1k9u1dua1,اللهُ يْعَاوَن,allah y3awn,bon courage,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kt4ey1qxdoohsv,اللهُ يْعْطِيك الصْحَّة,allah y3tik ssa7a,merci (forme religieuse),Doha - Vocabulaire — Expressions,,,
cmo8hyi7q00mc4ey13qiuseoy,اللهُ يْعْطِينَا وَجْه الخِير,allah y3tina wej lkhir,que Dieu nous accorde le bien,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00l24ey1vtr2dztq,اللهُ يْفْتَح عْلِيك,allah yfta7 3lik,que Dieu t'ouvre les portes,Doha - Vocabulaire — Expressions,,,
cmo8hyi7q00m84ey1hycdyo13,اللهُ يْفَرَّج,allah yfrrej,que Dieu apporte la délivrance,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kx4ey1b9f4yyxt,اللهُ يْفَرْحَك,allah yfra7k,que Dieu te rende heureux,Doha - Vocabulaire — Expressions,,,
cmo8hyi7q00mh4ey13eopuna8,اللهُ يْكْتَب لِيك الخِير,allah ykteb lik lkhir,que Dieu t'écrive le bien,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kr4ey1zf9tvp7c,اللهُ يْوَفْقَك,allah ywffqak,que Dieu te facilite,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00k64ey16v5dudom,بَارَاكَا مْن الهْضْرَة,baraka mn lhdra,arrête de parler,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kd4ey111df1t95,بَارَك اللهُ فِيك,barak allah fik,que Dieu te bénisse,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jt4ey18ifd1vad,بَاقِي شْوِيَة,baqi chwiya,encore un peu,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00ms4ey10rpqan17,بْالزَّرْبَة,bzzrba,vite / rapidement,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00n04ey1irod5p9c,بْالصَحّ,bssa7,vraiment,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kh4ey1waa6378x,بَالصْحَّة,bssa7a,bon appétit / félicitations,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00k24ey1itu8m43o,بَرَّد شْوِيَة,brrd chwiya,refroidis-toi / calme-toi,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00mm4ey1dgwhkj5g,بْزَّاف,bzzaf,beaucoup / trop,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00ly4ey1rwuinpkh,بِسْمِ اللّٰه,bismillah,au nom de Dieu,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jj4ey19j5amp44,بْغِيت نْمْشِي,bghit nmchi,je veux partir,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00mt4ey127v3bfhc,بْلَا مَا,bla ma,pas besoin de,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kg4ey120m6wrx3,تْفَضَّل,tfaddal,tiens / vas-y,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00ky4ey1savlex1o,تْوَحَّشْنَاكُم,twa7chnaakom,vous nous avez manqué,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00k44ey1cs0vi3y1,جْمَع دَاكْشِي,jme3 dakchi,range ça,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00k14ey143tvf4fx,حَلّ الشَّرْجَم,7ell cherrjm,ouvre la fenêtre,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00mu4ey1zcxqa2hn,حِيت,7it,parce que,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00n54ey12tgg4si1,دَابَا دَابَا,daba daba,tout de suite,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00ju4ey19uxieuqj,دَابَا نْجِي,daba nji,j'arrive,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00mv4ey1ua0qlh3m,دَاكْشِي,dakchi,ce truc-là,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jn4ey1qmnuf33u,دِير عَقْلَك,dir 3qlak,sois raisonnable,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00k94ey1s40eakw3,دِير لِيَّا هَاد الخِدْمَة,dir liya had lkhidma,fais-moi ce travail,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jl4ey1fr7415lq,رْجَع عَنْدِي,rja3 3ndi,reviens vers moi,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00k74ey1fur15bxe,رْجَع فَاش تْبْغِي,rja3 fach tbghi,reviens quand tu veux,Doha - Vocabulaire — Expressions,,,
cmo8hyi7q00mk4ey1jt946hvw,زْوِين بْزَّاف,zwine bzzaf,trop stylé,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00m24ey132gyr9qx,سُبْحَانَ اللّٰه,sob7an allah,gloire à Dieu,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00k34ey13rnvg6k0,سَخَّن المَاكْلَة,skhhen lmakla,réchauffe la nourriture,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jz4ey1vf15p497,سَدّ البَاب,sedd lbab,ferme la porte,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kc4ey167lqfak3,سْمَح لِيَّا,sme7 lia,pardon / excuse-moi,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kv4ey18qvl64a7,سْمَح لِيَّا إِلَا غْلَطْت,sme7 liya ila ghelTt,pardon si j'ai fauté,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00n64ey1s7shtt1r,سْمَح لِيَّا خُويَا,sme7 liya khouya,désolé frère,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00ko4ey1tnvw9afy,سْمَح لِيَّا عْلَى التَّأْخِير,sme7 liya 3la tta2khir,désolé pour le retard,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jr4ey1h4rl552k,سْمَعْتَك,sme3tk,je t'ai entendu,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jm4ey1qagaa4k0,سِير بْشْوِيَة,sir bchwiya,vas-y doucement,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00k84ey1dbbl39ra,سِير فْحَالَك,sir f7alak,pars / va-t'en,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00ji4ey19tp8egru,شْحَال السَّاعَة؟,ch7al ssa3a?,quelle heure est-il ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lc4ey17ch13yag,شْحَال بْغِيتِي؟,ch7al bghiti?,combien veux-tu ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lq4ey14sjvcam5,شْحَال خَاصَّك؟,ch7al khask?,de combien as-tu besoin ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lj4ey1ybm7770n,شْحَال دَازَت؟,ch7al dazet?,combien de temps est passé ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00l54ey1i0y1x4xv,شْحَال فْعُمْرَك؟,ch7al f3omrk?,quel âge as-tu ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jk4ey14xnwo2xk,شْحَال هَادِي؟,ch7al hadi?,combien ça coûte ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00ka4ey10juv7bjm,شُكْرًا,choukran,merci,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kn4ey1mebcfngr,شُكْرًا بْزَّاف,choukran bzzaf,merci beaucoup,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00mp4ey11xkq76p8,شْكُون,chkoun,qui,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lv4ey1edty1ang,شْكُون المَسْؤُول؟,chkoun lms2oul?,qui est responsable ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lh4ey1zyi4r237,شْكُون قَال لِيك؟,chkoun gal lik?,qui t'a dit ça ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00la4ey1wrdq6lis,شْكُون مْعَاك؟,chkoun m3ak?,qui est avec toi ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lo4ey1tzowdpe2,شْكُون نَادَى عْلِيك؟,chkoun nada 3lik?,qui t'a appelé ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00mq4ey1fb19xiqk,شْنُو,chnou,quoi,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lm4ey1bx7gldjb,شْنُو بْغِيتِي دَابَا؟,chnou bghiti daba?,que veux-tu maintenant ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00l34ey18ecprrjv,شْنُو سْمِيتَك؟,chnou smitk?,comment tu t'appelles ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00l74ey10ku7eukv,شْنُو كَتْخَدَّم؟,chnou katkhddem?,quel est ton travail ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jg4ey1h5ijlpp7,شْنُو كَتْدِير؟,chnou katdir?,que fais-tu ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lt4ey1ll2k7znz,شْنُو نْقْدَر نْدِير لِيك؟,chnou nqdr ndir lik?,que puis-je faire pour toi ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lg4ey1e79luxop,شْنُو وْقَع؟,chnou wqa3?,que s'est-il passé ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00mn4ey1x6zn30u1,شْوِيَة,chwiya,un peu,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00n74ey1zr25y749,شْوِيَة بْشْوِيَة,chwiya bchwiya,doucement / petit à petit,Doha - Vocabulaire — Expressions,,,
cmo8hyi7q00mj4ey1iqhqrna2,صَافِي,safi,c'est bon / stop,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jv4ey1twt6s01u,صْبَر مْعَايَا,sber m3aya,sois patient avec moi,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00js4ey1d78totvc,عَاوَد مْن الأَوَّل,3awd mn luwel,répète depuis le début,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00n14ey1yz5lau41,عْجْبْنِي الحَال,3jbni l7al,j'aime bien ça,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jy4ey1r7a2klxf,عْطِينِي دْقِيقَة,3tini d9i9a,donne-moi une minute,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kb4ey14ybrfy2g,عْفَاك,3afak,s'il te plaît,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00mo4ey1y576herr,عْلَاش,3lach,pourquoi,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00l84ey1fkb0hdxo,عْلَاش دَرْتِي هَادْشِي؟,3lach drti hadchi?,pourquoi as-tu fait ça ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00ln4ey1msgsb0oo,عْلَاش سَاكِت؟,3lach saket?,pourquoi tu te tais ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lr4ey12fiinkn6,عْلَاش مَاجَاوَبْتِيش؟,3lach majawbtich?,pourquoi n'as-tu pas répondu ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lu4ey1h6en8w4y,عْلَاش مْسْتَعْجِل؟,3lach msta3jl?,pourquoi es-tu pressé ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00le4ey1k6fzqqvc,عَنْدَك شِي مُشْكِل؟,3ndk chi mochkil?,as-tu un problème ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jo4ey1pkeounvb,عَنْدِي شْغَل,3ndi chghol,j'ai du travail,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lb4ey1bdf4tghb,فَاش كَتْفَكَّر؟,fach katfkkar?,à quoi penses-tu ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lk4ey19ydw3lvv,فَاش نْعَاوْنَك؟,fach n3awnk?,comment puis-je t'aider ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lf4ey10nscb03z,فِين بْغِيتِينِي نْمْشِي؟,fin bghitini nmchi?,où veux-tu que j'aille ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00l64ey1wfl0avcy,فِين سَاكِن؟,fin sakin?,où habites-tu ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jh4ey1a8oiewih,فِين غَادِي؟,fin ghadi?,où vas-tu ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00ls4ey1b0ss5bhe,فِين غَادِيِّين؟,fin ghadiyin?,où allons-nous ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lp4ey1uoop9isq,فِين كْنْتِي؟,fin knti?,où étais-tu ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00ll4ey1c7dizvdd,فِين لْقِيتِيه؟,fin lqitih?,où l'as-tu trouvé ?,Doha - Vocabulaire — Expressions,,,
