id,darija,translit_darija,fr,module,msa,translit_msa,notes
cmo8hyi5600214ey179vbtip5,بْعِيد,b3id,loin,Chinguetti - Vocabulaire — Adjectifs,بَعِيد,baʿīd,
cmo8hyi56001m4ey1pdk1jlde,ثْقِيل,thqil,lourd,Chinguetti - Vocabulaire — Adjectifs,ثَقِيل,thaqīl,
cmo8hyi56001s4ey14rp3s1ks,جْدِيد,jdid,nouveau,Chinguetti - Vocabulaire — Adjectifs,جَدِيد,jadīd,
cmo8hyi56001g4ey15regxmoc,خَايَب,khayeb,nul / mauvais,Chinguetti - Vocabulaire — Adjectifs,سَيِّئ,sayyiʾ,
cmo8hyi5600224ey1eugbytqp,خَطِير,khatir,énorme / stylé,Chinguetti - Vocabulaire — Adjectifs,رَائِع,rāʾiʿ,sens darija positif 'stylé/énorme' ; MSA khaṭīr = dangereux
cmo8hyi56001n4ey1vlgrnu2m,خْفِيف,khfif,léger,Chinguetti - Vocabulaire — Adjectifs,خَفِيف,khafīf,
cmo8hyi56001r4ey1ipvfu224,رْخِيص,rkhis,pas cher,Chinguetti - Vocabulaire — Adjectifs,رَخِيص,rakhīṣ,
cmo8hyi56001f4ey16x7c7pyr,زْوِين,zwine,beau / joli,Chinguetti - Vocabulaire — Adjectifs,جَمِيل,jamīl,
cmo8hyi5600254ey12vsc0q27,سْخُون,skhoun,chaud,Chinguetti - Vocabulaire — Adjectifs,سَاخِن,sākhin,
cmo8hyi56001w4ey1c7548urf,سْرِيع,sri3,rapide,Chinguetti - Vocabulaire — Adjectifs,سَرِيع,sarīʿ,
cmo8hyi56001o4ey1gddai9ht,سَهْل,sahl,facile,Chinguetti - Vocabulaire — Adjectifs,سَهْل,sahl,
cmo8hyi56001p4ey1pnez3a6n,صْعِيب,s3ib,difficile,Chinguetti - Vocabulaire — Adjectifs,صَعْب,ṣaʿb,
cmo8hyi56001j4ey1coladbr3,صْغِير,sghir,petit,Chinguetti - Vocabulaire — Adjectifs,صَغِير,ṣaghīr,
cmo8hyi56001z4ey1wjjapimm,ضَرُورِي,Darouri,nécessaire / indispensable,Chinguetti - Vocabulaire — Adjectifs,ضَرُورِيّ,ḍarūriyy,
cmo8hyi56002d4ey1nzd57by0,ضْعِيف,D3if,faible,Chinguetti - Vocabulaire — Adjectifs,ضَعِيف,ḍaʿīf,
cmo8hyi56001k4ey17scg0r4r,طْوِيل,Twil,long / grand (taille),Chinguetti - Vocabulaire — Adjectifs,طَوِيل,ṭawīl,
cmo8hyi56001q4ey144kofvbg,غَالِي,ghali,cher,Chinguetti - Vocabulaire — Adjectifs,غَالٍ,ghālin,
cmo8hyi56002h4ey1xb492chu,غَامَض,ghamD,ambigu / mystérieux,Chinguetti - Vocabulaire — Adjectifs,غَامِض,ghāmiḍ,
cmo8hyi56002f4ey1ojef9ms3,فَارِغ,fargh,vide,Chinguetti - Vocabulaire — Adjectifs,فَارِغ,fārigh,
cmo8hyi56001t4ey14k3cvzb5,قْدِيم,qdim,ancien / vieux,Chinguetti - Vocabulaire — Adjectifs,قَدِيم,qadīm,
cmo8hyi5600204ey156m4bxzd,قْرِيب,qrib,près,Chinguetti - Vocabulaire — Adjectifs,قَرِيب,qarīb,
cmo8hyi56001l4ey19fd4bykj,قْصِير,qSir,court / petit (taille),Chinguetti - Vocabulaire — Adjectifs,قَصِير,qaṣīr,
cmo8hyi56002c4ey1cts6agm6,قْوِي,qwi,fort,Chinguetti - Vocabulaire — Adjectifs,قَوِيّ,qawiyy,
cmo8hyi56001i4ey10m55y6mj,كْبِير,kbir,grand,Chinguetti - Vocabulaire — Adjectifs,كَبِير,kabīr,
cmo8hyi5600264ey19c1fi12o,مْبَلَّل,mbellal,mouillé,Chinguetti - Vocabulaire — Adjectifs,مُبَلَّل,muballal,
cmo8hyi56002a4ey1nmysbw7b,مْرِيح,mri7,confortable,Chinguetti - Vocabulaire — Adjectifs,مُرِيح,murīḥ,
cmo8hyi56002b4ey11zi2p9qk,مْزَعَّج,mz3j,dérangeant,Chinguetti - Vocabulaire — Adjectifs,مُزْعِج,muzʿij,
cmo8hyi5600294ey1jp7g3zu3,مَسْدُود,msdoud,fermé / bloqué,Chinguetti - Vocabulaire — Adjectifs,مُغْلَق,mughlaq,
cmo8hyi5600284ey16f1xx94d,مَفْتُوح,mftou7,ouvert,Chinguetti - Vocabulaire — Adjectifs,مَفْتُوح,maftūḥ,
cmo8hyi56002e4ey1wnvlmq6w,مْلْيَان,mlyan,plein,Chinguetti - Vocabulaire — Adjectifs,مَلْآن,malʾān,
cmo8hyi56001y4ey193ar3kp2,مْهَم,mohem,important,Chinguetti - Vocabulaire — Adjectifs,مُهِمّ,muhimm,
cmo8hyi56001u4ey1smz68c97,نْقِي,nqi,propre,Chinguetti - Vocabulaire — Adjectifs,نَقِيّ,naqiyy,
cmo8hyi56002g4ey1ng3o5gtr,وَاضَح,waDe7,clair,Chinguetti - Vocabulaire — Adjectifs,وَاضِح,wāḍiḥ,
cmo8hyi56001v4ey1ufgmqjgk,وْسَخ,wskh,sale,Chinguetti - Vocabulaire — Adjectifs,وَسِخ,wasikh,
cmo8hyi5600274ey1v40iaohi,يَابَس,yabes,sec,Chinguetti - Vocabulaire — Adjectifs,يَابِس,yābis,
cmo8hyi5t004o4ey11vt6e294,تَنُّورَة,tnoura,jupe,Constantine - Vocabulaire — Vêtements,تَنُّورَة,tannūra,
cmo8hyi5s00404ey1w8vrg1bz,تِيشِيرْت,tichirt,t-shirt,Constantine - Vocabulaire — Vêtements,قَمِيصٌ قَصِيرٌ,qamīṣun qaṣīrun,
cmo8hyi5s00444ey17vq96mla,جَاكِيطَة,jakita,veste,Constantine - Vocabulaire — Vêtements,سُتْرَة,sutra,
cmo8hyi5t004k4ey1qr4q0zli,جَلَّابَة,jellaba,djellaba,Constantine - Vocabulaire — Vêtements,جَلَّابِيَّة,jallābiyya,
cmo8hyi5t00494ey1izuwrex0,جْوَارْب,jwaryb,chaussettes (variante),Constantine - Vocabulaire — Vêtements,جَوَارِب,jawārib,
cmo8hyi5t004j4ey1b6hsphbg,حْجَاب,7jab,voile,Constantine - Vocabulaire — Vêtements,حِجَاب,ḥijāb,
cmo8hyi5s00454ey1slpbhh4k,حْذَاء,7da2,chaussures,Constantine - Vocabulaire — Vêtements,حِذَاء,ḥidhāʾ,
cmo8hyi5t004h4ey1s8aud584,حْزَام,7zam,ceinture,Constantine - Vocabulaire — Vêtements,حِزَام,ḥizām,
cmo8hyi5s003x4ey1vj91kiw6,حْوَايَج,7wayej,vêtements,Constantine - Vocabulaire — Vêtements,مَلَابِس,malābis,
cmo8hyi5t004q4ey18eb3cbvv,خَاتَم,khatem,bague,Constantine - Vocabulaire — Vêtements,خَاتَم,khātam,
cmo8hyi5t004f4ey1srkcvdqb,سَاعَة,sa3a,montre / horloge,Constantine - Vocabulaire — Vêtements,سَاعَة,sāʿa,
cmo8hyi5s00414ey1qum68m4c,سَرْوَال,serwal,pantalon,Constantine - Vocabulaire — Vêtements,سِرْوَال,sirwāl,
cmo8hyi5t004r4ey19cm10rdl,سَلْسْلَة,selsla,collier,Constantine - Vocabulaire — Vêtements,قِلَادَة,qilāda,
cmo8hyi5t004g4ey1zxtmvtro,شَال,chal,écharpe,Constantine - Vocabulaire — Vêtements,شَال,shāl,
cmo8hyi5t00484ey15qvtb5z2,شْرَاب,chrab,chaussettes,Constantine - Vocabulaire — Vêtements,جَوَارِب,jawārib,
cmo8hyi5s00424ey1zl0ev06c,شُورْت,short,short,Constantine - Vocabulaire — Vêtements,سِرْوَالٌ قَصِيرٌ,sirwālun qaṣīrun,
cmo8hyi5t00464ey1qcgk7t0m,صْبَاط,SbaT,chaussures (courant),Constantine - Vocabulaire — Vêtements,حِذَاء,ḥidhāʾ,
cmo8hyi5t00474ey1u3m16tkd,صَنْدَالَة,Sndala,sandales,Constantine - Vocabulaire — Vêtements,صَنْدَل,ṣandal,
cmo8hyi5t004a4ey13s70q6er,طَاقِيَة,Taqiya,casquette / bonnet,Constantine - Vocabulaire — Vêtements,قُبَّعَة,qubbaʿa,
cmo8hyi5t004p4ey11aue1ixv,فُسْطَان,fstan,robe,Constantine - Vocabulaire — Vêtements,فُسْتَان,fustān,
cmo8hyi5t004b4ey1lo03ozbw,قَبّ,qobb,casquette,Constantine - Vocabulaire — Vêtements,قُبَّعَة,qubbaʿa,
cmo8hyi5t004c4ey1x7qiwjdj,قُبْعَة,qob3a,chapeau,Constantine - Vocabulaire — Vêtements,قُبَّعَة,qubbaʿa,
cmo8hyi5t004i4ey1h98o5wpy,قْفَازَات,qfafat,gants,Constantine - Vocabulaire — Vêtements,قُفَّازَات,quffāzāt,
cmo8hyi5t004n4ey10skfsdh5,قَفْطَان,qaftan,caftan,Constantine - Vocabulaire — Vêtements,قَفْطَان,qafṭān,
cmo8hyi5s003y4ey1hs14lz8t,قْمِيجَة,qmija,chemise,Constantine - Vocabulaire — Vêtements,قَمِيص,qamīṣ,
cmo8hyi5s003z4ey1hhcbor95,قْمِيص,qmis,chemise (variante),Constantine - Vocabulaire — Vêtements,قَمِيص,qamīṣ,
cmo8hyi5t004m4ey1rowipiif,قَنْدُورَة,gandoura,gandoura,Constantine - Vocabulaire — Vêtements,قَنْدُورَة,qandūra,
cmo8hyi5s00434ey12fsaw64f,مَعْطَف,m3Taf,manteau,Constantine - Vocabulaire — Vêtements,مِعْطَف,miʿṭaf,
cmo8hyi5t004d4ey1g5rtn55r,نَظَارَات,naDarat,lunettes (variante),Constantine - Vocabulaire — Vêtements,نَظَّارَات,naẓẓārāt,
cmo8hyi5t004e4ey1zp0plash,نْظَاضَر,nDader,lunettes,Constantine - Vocabulaire — Vêtements,نَظَّارَات,naẓẓārāt,
cmo8hyi5t004l4ey1rirl4u5k,نْقَاب,neqab,voile (visage),Constantine - Vocabulaire — Vêtements,نِقَاب,niqāb,
cmo8hyi8y00wl4ey1fz9xrgrq,الأوطيل,l-otil,l'hôtel,Damas — Hôtel & hébergement,الفُنْدُق,al-funduq,
cmo8hyi8y00wm4ey12y4mmb7s,البيت,l-bit,la chambre,Damas — Hôtel & hébergement,الغُرْفَة,al-ghurfa,
cmo8hyi8y00wp4ey133y4ewy3,الفطور,l-ftour,petit-déjeuner,Damas — Hôtel & hébergement,الفَطُور,al-faṭūr,
cmo8hyi8y00wq4ey162nn0dqh,الليلة,l-lila,la nuit,Damas — Hôtel & hébergement,اللَّيْلَة,al-layla,
cmo8hyi8y00wn4ey1g144yzqa,المفتاح,l-meftah,la clé,Damas — Hôtel & hébergement,المِفْتَاح,al-miftāḥ,
cmo8hyi8y00wo4ey122o5qygx,الويفي,l-wifi,le wifi,Damas — Hôtel & hébergement,الوَاي فَاي,al-wāy fāy,
cmo8hyi8y00wr4ey1bdj8ez92,رياض,ryad,riad,Damas — Hôtel & hébergement,رِيَاض,riyāḍ,
cmo8hyi8y00ws4ey1qqp7in7v,مرحبا,merhba,bienvenue,Damas — Hôtel & hébergement,مَرْحَبًا,marḥaban,
cmo8hyi8l00uf4ey1z18fshsc,إِلَا,ila,si (condition),Djeddah - Vocabulaire — Adverbes & Connecteurs,إِذَا,idhā,
cmo8hyi8l00uc4ey1a4radpfw,بَاش,bach,pour / afin de,Djeddah - Vocabulaire — Adverbes & Connecteurs,لِكَيْ,li-kay,
cmo8hyi8y00uv4ey1mnyeq1kr,بَالزَّرْبَة,bzzrba,en vitesse,Djeddah - Vocabulaire — Adverbes & Connecteurs,بِسُرْعَةٍ,bi-surʿatin,
cmo8hyi8l00uh4ey11hic3tdz,بَالصَّح,bssa7,vraiment,Djeddah - Vocabulaire — Adverbes & Connecteurs,حَقًّا,ḥaqqan,
cmo8hyi8x00uo4ey1g059rzdg,بْزَاف,bzzaf,beaucoup,Djeddah - Vocabulaire — Adverbes & Connecteurs,كَثِيرًا,kathīran,
cmo8hyi8x00uq4ey1b6drsu86,بْزَرْبَة,bzzerba,vite / rapidement,Djeddah - Vocabulaire — Adverbes & Connecteurs,بِسُرْعَةٍ,bi-surʿatin,
cmo8hyi8y00ur4ey1v3qj6asb,بْشْوِيَّة,bchwiya,doucement / lentement,Djeddah - Vocabulaire — Adverbes & Connecteurs,بِبُطْءٍ,bi-buṭʾin,
cmo8hyi8y00ux4ey1e4ksdyx7,بْلَا حْدُود,bla 7doud,sans limites,Djeddah - Vocabulaire — Adverbes & Connecteurs,بِلَا حُدُودٍ,bi-lā ḥudūdin,
cmo8hyi8y00uw4ey1yzkwz8y2,بْلَا قْيَاس,bla qyas,énormément,Djeddah - Vocabulaire — Adverbes & Connecteurs,بِلَا قِيَاسٍ,bi-lā qiyāsin,
cmo8hyi8l00ui4ey1w7pezdrs,حَاجَة أُخْرَى,7aja okhra,autre chose,Djeddah - Vocabulaire — Adverbes & Connecteurs,شَيْءٌ آخَرُ,shayʾun ākharu,
cmo8hyi8l00u74ey1tvm1xyqr,حِيتَاش,7itach,parce que (plus long),Djeddah - Vocabulaire — Adverbes & Connecteurs,لِأَنَّ,li-anna,
cmo8hyi8l00u84ey1841ognxf,حِيث,7it,là où,Djeddah - Vocabulaire — Adverbes & Connecteurs,حَيْثُ,ḥaythu,
cmo8hyi8l00ud4ey1sp3dm4uh,حِيثْمَا,7itma,où que,Djeddah - Vocabulaire — Adverbes & Connecteurs,حَيْثُمَا,ḥaythumā,
cmo8hyi8l00u64ey1ehblsklu,دَّابْز,ddabz,tout de suite,Djeddah - Vocabulaire — Adverbes & Connecteurs,فَوْرًا,fawran,
cmo8hyi8l00uj4ey1hw1m6axw,دِيمَا,dima,toujours,Djeddah - Vocabulaire — Adverbes & Connecteurs,دَائِمًا,dāʾiman,
cmo8hyi8x00up4ey1y45q5b11,شْوِيَّة,chwya,un peu,Djeddah - Vocabulaire — Adverbes & Connecteurs,قَلِيلًا,qalīlan,
cmo8hyi8y00us4ey1u46vos2v,شْوِيَّة بْزَاف,chwya bzzaf,un tout petit peu,Djeddah - Vocabulaire — Adverbes & Connecteurs,قَلِيلًا جِدًّا,qalīlan jiddan,
cmo8hyi8x00un4ey1rgn0saot,عَمَّرْنِي,3mrrni,jamais,Djeddah - Vocabulaire — Adverbes & Connecteurs,أَبَدًا,abadan,
cmo8hyi8x00uk4ey1l5en7fsu,غَالِبًا,ghaleban,souvent,Djeddah - Vocabulaire — Adverbes & Connecteurs,غَالِبًا,ghāliban,
cmo8hyi8l00u54ey1864bdxhr,غَدَّا,ghdda,demain,Djeddah - Vocabulaire — Adverbes & Connecteurs,غَدًا,ghadan,
cmo8hyi8y00uu4ey1tb6irc3h,قَاع,ga3,du tout (négation),Djeddah - Vocabulaire — Adverbes & Connecteurs,إِطْلَاقًا,iṭlāqan,
cmo8hyi8l00ue4ey1v8z1he47,قْبَل مَا,qbl ma,avant de,Djeddah - Vocabulaire — Adverbes & Connecteurs,قَبْلَ أَنْ,qabla an,
cmo8hyi8x00um4ey1391e0290,قَلِيلًا,qlilan,rarement,Djeddah - Vocabulaire — Adverbes & Connecteurs,نَادِرًا,nādiran,
cmo8hyi8x00ul4ey1q6mtx1p1,مَرَّة مَرَّة,mra mra,parfois / de temps en temps,Djeddah - Vocabulaire — Adverbes & Connecteurs,أَحْيَانًا,aḥyānan,
cmo8hyi8y00ut4ey1exvmeh6d,مَزْيَان بْزَاف,mzian bzzaf,très bien,Djeddah - Vocabulaire — Adverbes & Connecteurs,جَيِّدٌ جِدًّا,jayyidun jiddan,
cmo8hyi8l00ug4ey1w88pdjv6,مْنِين,mnin,quand / lorsque,Djeddah - Vocabulaire — Adverbes & Connecteurs,عِنْدَمَا,ʿindamā,
cmo8hyi8l00ua4ey1t58x0blw,وَ مَن بْعْد,w men b3d,et ensuite,Djeddah - Vocabulaire — Adverbes & Connecteurs,ثُمَّ,thumma,
cmo8hyi8l00ub4ey1s8njpvum,وَخَّا,wakha,même si / bien que,Djeddah - Vocabulaire — Adverbes & Connecteurs,رَغْمَ أَنَّ,raghma anna,
cmo8hyi8l00u94ey1v3h8vvoa,وَلَاكِن,walakin,mais,Djeddah - Vocabulaire — Adverbes & Connecteurs,وَلَكِنْ,wa-lākin,
cmo8hyi6j00bg4ey1bnc39nwl,اجْتِمَاع,ijtima3,réunion,Djibouti - Vocabulaire — École & Travail,اِجْتِمَاع,ijtimāʿ,
cmo8hyi6j00bk4ey18eql1akz,اسْتِرَاحَة,istra7a,pause,Djibouti - Vocabulaire — École & Travail,اِسْتِرَاحَة,istirāḥa,
cmo8hyi6j00b44ey1dpbq71xd,امْتِحَان,emti7an,examen,Djibouti - Vocabulaire — École & Travail,اِمْتِحَان,imtiḥān,
cmo8hyi6j00b94ey1ctp6w5fl,بْحْث,b7t,recherche / exposé,Djibouti - Vocabulaire — École & Travail,بَحْث,baḥth,
cmo8hyi6b00ax4ey1up6beiwu,تِلْمِيذ,tilmid,élève,Djibouti - Vocabulaire — École & Travail,تِلْمِيذ,tilmīdh,
cmo8hyi6b00au4ey1hx5cyxr5,جَامْعَة,jam3a,université,Djibouti - Vocabulaire — École & Travail,جَامِعَة,jāmiʿa,
cmo8hyi6j00bc4ey1vbyd8kdf,دِرَاسَة,dirasa,études,Djibouti - Vocabulaire — École & Travail,دِرَاسَة,dirāsa,
cmo8hyi6b00az4ey1g521ojxm,دْفْتَر,deftar,cahier,Djibouti - Vocabulaire — École & Travail,دَفْتَر,daftar,
cmo8hyi6j00bl4ey1g6mm7zav,رَاتِب,ratib,salaire,Djibouti - Vocabulaire — École & Travail,رَاتِب,rātib,
cmo8hyi6b00b24ey1ednbgm2b,سْبُّورَة,sboura,tableau,Djibouti - Vocabulaire — École & Travail,سَبُّورَة,sabbūra,
cmo8hyi6j00be4ey1pzxm708h,شَرِكَة,cherka,entreprise,Djibouti - Vocabulaire — École & Travail,شَرِكَة,sharika,
cmo8hyi6b00ay4ey16zf7klcl,طَالِب,Talib,étudiant,Djibouti - Vocabulaire — École & Travail,طَالِب,ṭālib,
cmo8hyi6j00b84ey1xi7pm0vo,عُطْلَة,3oTla,vacances,Djibouti - Vocabulaire — École & Travail,عُطْلَة,ʿuṭla,
cmo8hyi6j00b64ey1ga9p99nd,فَرْض,farD,contrôle / test,Djibouti - Vocabulaire — École & Travail,فَرْض,farḍ,
cmo8hyi6b00aw4ey19sl6w56b,قِسْم,qism,classe,Djibouti - Vocabulaire — École & Travail,قِسْم,qism,
cmo8hyi6b00b04ey1itjtceoo,قْلْم,qelm,stylo,Djibouti - Vocabulaire — École & Travail,قَلَم,qalam,
cmo8hyi6b00b14ey17oe66m54,كْتَاب,ktab,livre,Djibouti - Vocabulaire — École & Travail,كِتَاب,kitāb,
cmo8hyi6b00av4ey1fy9zd6mk,مْدْرَسَة,mdrasa,école,Djibouti - Vocabulaire — École & Travail,مَدْرَسَة,madrasa,
cmo8hyi6j00bf4ey1ce5947qe,مُدِير,modir,directeur,Djibouti - Vocabulaire — École & Travail,مُدِير,mudīr,
cmo8hyi6j00b54ey1vqokkmxt,مْسْطَرَة,msTara,règle,Djibouti - Vocabulaire — École & Travail,مِسْطَرَة,misṭara,
cmo8hyi6j00bj4ey19ctiznxv,مَشْرُوع,mchrou3,projet,Djibouti - Vocabulaire — École & Travail,مَشْرُوع,mashrūʿ,
cmo8hyi6j00bh4ey1q232jw20,مَكْتَب,mektab,bureau,Djibouti - Vocabulaire — École & Travail,مَكْتَب,maktab,
cmo8hyi6j00ba4ey1dd9adsfn,مَكْتَبَة,maktaba,bibliothèque,Djibouti - Vocabulaire — École & Travail,مَكْتَبَة,maktaba,
cmo8hyi6b00b34ey18siww5yd,مْمْحَاة,mm7at,gomme,Djibouti - Vocabulaire — École & Travail,مِمْحَاة,mimḥāh,
cmo8hyi6j00bb4ey1xp1amy8c,مِنْحَة,mn7a,bourse,Djibouti - Vocabulaire — École & Travail,مِنْحَة,minḥa,
cmo8hyi6j00bi4ey1pktta9dr,مُهِمَّة,mohimma,tâche,Djibouti - Vocabulaire — École & Travail,مُهِمَّة,muhimma,
cmo8hyi6j00bd4ey1bhhi5mbh,مُوَظَّف,mwaDDaf,employé,Djibouti - Vocabulaire — École & Travail,مُوَظَّف,muwaẓẓaf,
cmo8hyi6j00b74ey183mrmgzv,نُقْطَة,noqTa,point,Djibouti - Vocabulaire — École & Travail,نُقْطَة,nuqṭa,
cmo8hyi7e00m04ey11gzy22nr,إِنْ شَاءَ اللّٰه,in cha allah,si Dieu le veut,Doha - Vocabulaire — Expressions,إِنْ شَاءَ اللَّهُ,in shāʾa allāhu,
cmo8hyi7e00lz4ey1rhxwnkps,الحَمْدُ لِلّٰه,l7amdollah,grâce à Dieu,Doha - Vocabulaire — Expressions,الحَمْدُ لِلَّهِ,al-ḥamdu li-llāhi,
cmo8hyi7e00lw4ey1zhf83eni,السَّلَامُ عَلَيْكُم,salam 3likom,bonjour / que la paix soit sur vous,Doha - Vocabulaire — Expressions,السَّلَامُ عَلَيْكُمْ,as-salāmu ʿalaykum,
cmo8hyi7e00m14ey1v4g5hbi4,اللهُ أَكْبَر,allah akbar,Dieu est le plus grand,Doha - Vocabulaire — Expressions,اللَّهُ أَكْبَرُ,allāhu akbaru,
cmo8hyi7e00m74ey14bqxrvla,اللهُ يْبَارَك,allah ybarek,que Dieu bénisse,Doha - Vocabulaire — Expressions,بَارَكَ اللَّهُ,bāraka allāhu,
cmo8hyi7e00kz4ey1h3w8bzy5,اللهُ يْبَارَك فِيك,allah ybarak fik,merci (bénédiction),Doha - Vocabulaire — Expressions,بَارَكَ اللَّهُ فِيكَ,bāraka allāhu fīka,
cmo8hyi7q00m94ey1q7frraaq,اللهُ يْثَبْتَك,allah ythabtek,que Dieu te raffermisse,Doha - Vocabulaire — Expressions,ثَبَّتَكَ اللَّهُ,thabbataka allāhu,
cmo8hyi7q00mf4ey1qevphqot,اللهُ يْجْعَل البَرَكَة,allah yj3al lbaraka,que Dieu mette la bénédiction,Doha - Vocabulaire — Expressions,جَعَلَ اللَّهُ البَرَكَةَ,jaʿala allāhu al-baraka,
cmo8hyi7q00ma4ey1065w7z31,اللهُ يْجْعَلْهَا فْالخِير,allah yj3alha fel khir,que ce soit pour le bien,Doha - Vocabulaire — Expressions,جَعَلَهَا اللَّهُ فِي الخَيْرِ,jaʿalahā allāhu fī al-khayri,
cmo8hyi7e00m54ey17vk3nge6,اللهُ يْحَفْظَك,allah y7fdek,que Dieu te protège,Doha - Vocabulaire — Expressions,حَفِظَكَ اللَّهُ,ḥafiẓaka allāhu,
cmo8hyi7e00l14ey1pngelhoh,اللهُ يْحَنّ عْلِيك,allah y7enn 3lik,que Dieu soit clément avec toi,Doha - Vocabulaire — Expressions,حَنَّ اللَّهُ عَلَيْكَ,ḥanna allāhu ʿalayka,
cmo8hyi7q00mg4ey1u2k49i6b,اللهُ يْحَنَّن القْلُوب,allah y7annan l9oloub,que Dieu adoucisse les cœurs,Doha - Vocabulaire — Expressions,حَنَّنَ اللَّهُ القُلُوبَ,ḥannana allāhu al-qulūba,
cmo8hyi7e00ke4ey1w3tjis5i,اللهُ يْخَلِّيك,allah ykhellik,je t'en prie / stp (fort),Doha - Vocabulaire — Expressions,أَبْقَاكَ اللَّهُ,abqāka allāhu,
cmo8hyi7e00kp4ey1g7y14w7g,اللهُ يْرْحَم الوَالْدِين,allah yr7em lwalidin,je t'en supplie (très poli),Doha - Vocabulaire — Expressions,رَحِمَ اللَّهُ الوَالِدَيْنِ,raḥima allāhu al-wālidayni,
cmo8hyi7e00m44ey1fv3g8hu6,اللهُ يْرْحْمُو,allah yr7mo,que Dieu lui fasse miséricorde,Doha - Vocabulaire — Expressions,رَحِمَهُ اللَّهُ,raḥimahu allāhu,
cmo8hyi7e00kw4ey1o18uwwv6,اللهُ يْرْزْقَك,allah yrzqak,que Dieu te donne la subsistance,Doha - Vocabulaire — Expressions,رَزَقَكَ اللَّهُ,razaqaka allāhu,
cmo8hyi7q00md4ey1pnbemk1z,اللهُ يْرْزْقْنَا الصْحَّة,allah yrzqna ssa7a,que Dieu nous donne la santé,Doha - Vocabulaire — Expressions,رَزَقَنَا اللَّهُ الصِّحَّةَ,razaqanā allāhu aṣ-ṣiḥḥata,
cmo8hyi7q00me4ey1e58tvcxl,اللهُ يْرْزْقْنَا رَاحَة البَال,allah yrzqna ra7at lbal,que Dieu nous donne la tranquillité,Doha - Vocabulaire — Expressions,رَزَقَنَا اللَّهُ رَاحَةَ البَالِ,razaqanā allāhu rāḥata al-bāli,
cmo8hyi7q00mb4ey12qznon25,اللهُ يْسْتَر,allah yster,que Dieu protège,Doha - Vocabulaire — Expressions,سَتَرَ اللَّهُ,satara allāhu,
cmo8hyi7e00m64ey1r0vpysrj,اللهُ يْسَهَّل,allah ysshel,que Dieu facilite,Doha - Vocabulaire — Expressions,يَسَّرَ اللَّهُ,yassara allāhu,
cmo8hyi7e00ks4ey176yjuo2l,اللهُ يْسَهَّل عْلِيك,allah ysshel 3lik,bonne chance,Doha - Vocabulaire — Expressions,يَسَّرَ اللَّهُ عَلَيْكَ,yassara allāhu ʿalayka,
cmo8hyi7e00ki4ey137vodleu,اللهُ يْشَافِيك,allah ychafik,que Dieu te guérisse,Doha - Vocabulaire — Expressions,شَفَاكَ اللَّهُ,shafāka allāhu,
cmo8hyi7e00kj4ey1k9u1dua1,اللهُ يْعَاوَن,allah y3awn,bon courage,Doha - Vocabulaire — Expressions,أَعَانَ اللَّهُ,aʿāna allāhu,
cmo8hyi7e00kt4ey1qxdoohsv,اللهُ يْعْطِيك الصْحَّة,allah y3tik ssa7a,merci (forme religieuse),Doha - Vocabulaire — Expressions,أَعْطَاكَ اللَّهُ الصِّحَّةَ,aʿṭāka allāhu aṣ-ṣiḥḥata,
cmo8hyi7q00mc4ey13qiuseoy,اللهُ يْعْطِينَا وَجْه الخِير,allah y3tina wej lkhir,que Dieu nous accorde le bien,Doha - Vocabulaire — Expressions,أَعْطَانَا اللَّهُ وَجْهَ الخَيْرِ,aʿṭānā allāhu wajha al-khayri,
cmo8hyi7e00l24ey1vtr2dztq,اللهُ يْفْتَح عْلِيك,allah yfta7 3lik,que Dieu t'ouvre les portes,Doha - Vocabulaire — Expressions,فَتَحَ اللَّهُ عَلَيْكَ,fataḥa allāhu ʿalayka,
cmo8hyi7q00m84ey1hycdyo13,اللهُ يْفَرَّج,allah yfrrej,que Dieu apporte la délivrance,Doha - Vocabulaire — Expressions,فَرَّجَ اللَّهُ,farraja allāhu,
cmo8hyi7e00kx4ey1b9f4yyxt,اللهُ يْفَرْحَك,allah yfra7k,que Dieu te rende heureux,Doha - Vocabulaire — Expressions,أَفْرَحَكَ اللَّهُ,afraḥaka allāhu,
cmo8hyi7q00mh4ey13eopuna8,اللهُ يْكْتَب لِيك الخِير,allah ykteb lik lkhir,que Dieu t'écrive le bien,Doha - Vocabulaire — Expressions,كَتَبَ اللَّهُ لَكَ الخَيْرَ,kataba allāhu laka al-khayra,
cmo8hyi7e00kr4ey1zf9tvp7c,اللهُ يْوَفْقَك,allah ywffqak,que Dieu te facilite,Doha - Vocabulaire — Expressions,وَفَّقَكَ اللَّهُ,waffaqaka allāhu,
cmo8hyi7e00k64ey16v5dudom,بَارَاكَا مْن الهْضْرَة,baraka mn lhdra,arrête de parler,Doha - Vocabulaire — Expressions,كَفَاكَ كَلَامًا,kafāka kalāman,
cmo8hyi7e00kd4ey111df1t95,بَارَك اللهُ فِيك,barak allah fik,que Dieu te bénisse,Doha - Vocabulaire — Expressions,بَارَكَ اللَّهُ فِيكَ,bāraka allāhu fīka,
cmo8hyi7d00jt4ey18ifd1vad,بَاقِي شْوِيَة,baqi chwiya,encore un peu,Doha - Vocabulaire — Expressions,مَا زَالَ قَلِيلًا,mā zāla qalīlan,
